,薬効分類名称,一般名,剤形,総計(処方数量),男_0～4歳,男_5～9歳,男_10～14歳,男_15～19歳,男_20～24歳,男_25～29歳,男_30～34歳,男_35～39歳,男_40～44歳,男_45～49歳,男_50～54歳,男_55～59歳,男_60～64歳,男_65～69歳,男_70～74歳,男_75～79歳,男_80～84歳,男_85～89歳,男_90～94歳,男_95～99歳,男_100歳以上,女_0～4歳,女_5～9歳,女_10～14歳,女_15～19歳,女_20～24歳,女_25～29歳,女_30～34歳,女_35～39歳,女_40～44歳,女_45～49歳,女_50～54歳,女_55～59歳,女_60～64歳,女_65～69歳,女_70～74歳,女_75～79歳,女_80～84歳,女_85～89歳,女_90～94歳,女_95～99歳,女_100歳以上
1188,たん白アミノ酸製剤,経腸成分栄養剤,液剤・シロップ剤,40470659230.0,230896370.0,317279245.0,287672569.0,280666400.0,267755305.0,239011894.0,213623669.0,211681692.0,238252850.0,298934037.0,443981390.0,538074735.0,719751732.0,1004801121.0,1815807971.0,2245056430.0,2510391400.0,2306044632.0,1464923481.0,485334686.0,61876782.0,214862901.0,265106938.0,251952045.0,240882458.0,221126933.0,194397102.0,171237939.0,177901763.0,215944145.0,261716894.0,326968162.0,362863144.0,448757224.0,628155405.0,1279168263.0,2102546629.0,3444327271.0,4986617361.0,5192334168.0,2680187638.0,621786482.0
1186,たん白アミノ酸製剤,経腸成分栄養剤,その他（内服）,9418980598.0,32986371.0,88942515.0,85153092.0,81286879.0,89367202.0,69662261.0,64072367.0,76497415.0,69348731.0,97186024.0,151282238.0,191547260.0,278839178.0,433546207.0,692877547.0,789074472.0,737383364.0,500793248.0,213160540.0,46345811.0,3645000.0,23878768.0,70177230.0,73660760.0,63918545.0,46098345.0,46401790.0,40746360.0,39229878.0,51187105.0,61630535.0,86773340.0,110466384.0,150887258.0,244976767.0,436299787.0,594009625.0,735558560.0,865216107.0,639254701.0,218833131.0,26777900.0
2572,制酸剤,酸化マグネシウム,錠剤,4521076943.0,215687.0,1660903.0,3724005.0,3412520.0,3897946.0,5678688.0,8056818.0,11995350.0,17944029.0,30522969.0,48141981.0,61173258.0,83215362.0,126450257.0,242552972.0,308708813.0,329980781.0,251225400.0,116938676.0,28254459.0,2684895.0,280833.0,1642529.0,5456399.0,9743456.0,15005127.0,37825424.0,57282972.0,63100767.0,66254554.0,89310015.0,119002194.0,124739820.0,136424842.0,167827073.0,285208346.0,372117074.0,443109321.0,425028258.0,289911858.0,107285138.0,17889615.0
6108,血管拡張剤,アムロジピンベシル酸塩,錠剤,4321774111.0,15393.0,53208.0,84379.0,209775.0,572171.0,1793029.0,5086824.0,13879578.0,33343144.0,79454406.0,140126464.0,178801198.0,218864990.0,260469483.0,349679323.0,322445827.0,246952042.0,149321042.0,57942584.0,11447163.0,882760.0,9470.0,33957.0,45134.0,60470.0,164234.0,600875.0,2125134.0,6506373.0,17248995.0,45854005.0,91832658.0,118718689.0,151730543.0,207296703.0,340334142.0,382355624.0,366574353.0,291314039.0,166366645.0,52366850.0,7657851.0
5905,血液凝固阻止剤,ヘパリン類似物質,軟膏・クリーム・外用液,3077423152.0,328521516.0,204668927.0,96825693.0,65228893.0,51312877.0,46614755.0,44904813.0,45381092.0,44460932.0,43354593.0,42067135.0,38004233.0,39348039.0,46924098.0,73065300.0,83067515.0,78907539.0,56663311.0,28676748.0,7662480.0,771467.0,279242123.0,184645295.0,89282223.0,57435266.0,46006455.0,49960280.0,52098507.0,58706376.0,63615960.0,73454515.0,77330119.0,63487572.0,56684804.0,55114350.0,75364181.0,84917213.0,86371508.0,76039126.0,54964733.0,22043954.0,4126553.0
4046,消化性潰瘍用剤,レバミピド,錠剤,2822354057.0,1081.0,422572.0,4438024.0,13875515.0,14203552.0,18969572.0,24928105.0,33778185.0,45075791.0,65074306.0,84264811.0,90647440.0,100069990.0,108315904.0,142039994.0,137575701.0,117110712.0,73401004.0,27942810.0,5403063.0,429159.0,1690.0,317999.0,4285809.0,14075972.0,19616613.0,26142052.0,32312451.0,44116845.0,59379018.0,86476034.0,112387110.0,115050882.0,124119790.0,139128873.0,204019723.0,225231080.0,225237373.0,168407796.0,86022442.0,24517111.0,3358243.0
5904,血液凝固阻止剤,ヘパリン類似物質,点眼・点耳・点鼻剤,2784862834.0,210183711.0,153016327.0,100904617.0,89600210.0,49529134.0,39176781.0,34735405.0,34065468.0,33427954.0,34064611.0,35339603.0,33946546.0,36073836.0,40044542.0,57712341.0,63188647.0,55884634.0,39505485.0,21025833.0,5786774.0,677082.0,187573801.0,144531820.0,109977985.0,90277248.0,53910518.0,56463444.0,53503551.0,58306528.0,66463343.0,83410477.0,94494729.0,81560196.0,70749644.0,63426151.0,80765142.0,89120618.0,84595159.0,71724141.0,51016211.0,20821692.0,4144926.0
5201,糖尿病用剤,メトホルミン塩酸塩,錠剤,2678986343.0,0.0,2608.0,348689.0,1143395.0,2075159.0,5378522.0,13034162.0,26821375.0,48963284.0,102245010.0,169914357.0,200813511.0,215028308.0,230304411.0,275157807.0,202198190.0,106135657.0,41999340.0,8960014.0,855502.0,12510.0,0.0,5506.0,361239.0,938556.0,1707136.0,3803262.0,7370759.0,13434691.0,22578968.0,42869242.0,73033879.0,93282963.0,110689875.0,137479140.0,190471625.0,163172769.0,100817578.0,47754527.0,14864461.0,2562690.0,175334.0
1362,ビタミンＢ剤（ビタミンＢ１剤を除く。）,メコバラミン,錠剤,2167064160.0,0.0,131869.0,1013991.0,2526936.0,3247038.0,5017835.0,7364487.0,11518497.0,17827270.0,30757568.0,47028781.0,58885998.0,73218470.0,90396653.0,130404881.0,136265471.0,125975961.0,80915204.0,29789620.0,5573582.0,417338.0,0.0,134864.0,1445519.0,3529272.0,5701142.0,8582751.0,11573060.0,17154896.0,26307343.0,43131437.0,64071706.0,72699579.0,83779930.0,102880523.0,164898530.0,201089435.0,220718671.0,170440699.0,85072712.0,22750453.0,2694769.0
6274,解熱鎮痛消炎剤,アセトアミノフェン,錠剤,2023141703.0,290140.0,13975315.0,48342483.0,36537760.0,21279222.0,21597336.0,23013971.0,25295529.0,26324462.0,31149482.0,36867316.0,38196513.0,42321331.0,47909810.0,69335143.0,74845586.0,77008216.0,61126199.0,30548716.0,7309760.0,693748.0,255226.0,11782862.0,41181099.0,34547463.0,28216249.0,33073760.0,38213844.0,41399102.0,41820347.0,47836570.0,55771427.0,55365365.0,57359063.0,64049539.0,101157519.0,129597003.0,171006027.0,174342129.0,116843848.0,39338420.0,5977306.0
3772,止しゃ剤，整腸剤,酪酸菌,錠剤,1936530021.0,289159.0,7173237.0,17138901.0,18323909.0,16756576.0,20900126.0,24494057.0,27850769.0,32570253.0,42788993.0,53864985.0,58037745.0,64019033.0,70588054.0,97073148.0,99793150.0,89125704.0,62364209.0,28843015.0,6834410.0,650669.0,287734.0,5659313.0,13636519.0,17333647.0,19735263.0,27708052.0,33172597.0,39776253.0,46040654.0,60811903.0,73847604.0,76158199.0,75801995.0,75761941.0,104083422.0,115741164.0,117054083.0,102003834.0,66012015.0,22908951.0,3497072.0
3770,止しゃ剤，整腸剤,酪酸菌,不明／その他,1864718608.0,253156.0,8827989.0,11977822.0,10827169.0,14427775.0,18018106.0,23091845.0,26134060.0,27664083.0,36249788.0,45254717.0,48276240.0,59227482.0,65494208.0,90787363.0,93688763.0,83925244.0,39727515.0,24931527.0,0.0,285211.0,262930.0,11534590.0,7992493.0,11022002.0,18110340.0,25226283.0,30102014.0,36689751.0,38706407.0,51361823.0,68763334.0,64233281.0,71066650.0,64637938.0,98138550.0,108842138.0,111330821.0,99141420.0,59300596.0,16480532.0,1184133.0
6682,鎮痛，鎮痒，収斂，消炎剤,ケトプロフェン,軟膏・クリーム・外用液,1674445786.0,23856.0,396664.0,1928452.0,2059712.0,1371843.0,2181127.0,3488103.0,5769787.0,9101171.0,15163977.0,22553953.0,28737155.0,40342745.0,56621715.0,96449118.0,113078812.0,107734985.0,68138936.0,26135333.0,4681908.0,322338.0,20020.0,299028.0,1308013.0,1468315.0,1517084.0,2602743.0,4384823.0,7418059.0,11812227.0,19444922.0,29440716.0,35944863.0,49754661.0,73785475.0,142274135.0,190454974.0,212592907.0,171043318.0,87607130.0,22201066.0,2446173.0
4044,消化性潰瘍用剤,レバミピド,不明／その他,1536821979.0,1081.0,143821.0,1827352.0,7478386.0,7438293.0,10172009.0,13619433.0,18698003.0,24868116.0,35974580.0,46139750.0,49160146.0,53664515.0,57316827.0,74647781.0,72628017.0,61958886.0,38698470.0,14590180.0,0.0,41454.0,1690.0,0.0,1788436.0,7825127.0,10606524.0,14271213.0,17956646.0,25052772.0,34082878.0,49441555.0,64185118.0,65254254.0,69506997.0,76527783.0,111647693.0,122893960.0,122233508.0,90201462.0,45318538.0,9189776.0,0.0
6868,高脂血症用剤,アトルバスタチンカルシウム水和物,錠剤,1405947240.0,0.0,0.0,2453.0,47553.0,294031.0,1011685.0,2554657.0,5700805.0,11808245.0,25527263.0,43173523.0,54026418.0,65018250.0,76953947.0,104027094.0,95607589.0,69633740.0,37142410.0,11787191.0,1803435.0,88389.0,0.0,0.0,5502.0,58890.0,248921.0,574732.0,1031164.0,2255958.0,5009679.0,12205862.0,28292424.0,47205697.0,67611349.0,92452882.0,143822366.0,148315637.0,124414137.0,81027925.0,35917107.0,8246425.0,791217.0
1187,たん白アミノ酸製剤,経腸成分栄養剤,散剤・顆粒剤,1386601026.0,15432193.0,11788385.0,33415351.0,44809806.0,55148439.0,60944124.0,66897984.0,75714255.0,89600336.0,116053415.0,113954176.0,86651751.0,59490354.0,46340390.0,43140325.0,37173267.0,25661152.0,14557276.0,4467016.0,1147806.0,101200.0,11455002.0,7420667.0,15566521.0,17886274.0,15766186.0,14958821.0,16391745.0,19390840.0,23325311.0,33234529.0,33432057.0,24779726.0,21159844.0,21354981.0,23794174.0,24821059.0,21479816.0,19108440.0,13241269.0,4913418.0,623696.0
6270,解熱鎮痛消炎剤,アセトアミノフェン,不明／その他,1365272100.0,0.0,9690570.0,33518666.0,24166915.0,13467662.0,13835567.0,15068931.0,16726724.0,17291436.0,20429449.0,23955645.0,24692418.0,27074378.0,30364821.0,44006525.0,48211648.0,50953052.0,41081744.0,20844044.0,5146164.0,0.0,0.0,8250447.0,28713591.0,23111096.0,17982805.0,20926101.0,24586459.0,27497141.0,28471971.0,32724564.0,38090840.0,37732046.0,39022527.0,43210797.0,68402867.0,88606991.0,118509371.0,122347963.0,82830965.0,28284040.0,2899416.0
4656,痛風治療剤,フェブキソスタット,錠剤,1274365106.0,2950.0,13997.0,173159.0,809498.0,2150973.0,5487933.0,11279529.0,21132061.0,36294586.0,66661386.0,96895676.0,106943073.0,114664267.0,124327836.0,151557214.0,130800738.0,101369730.0,59075025.0,22046632.0,4154578.0,295043.0,2926.0,13414.0,41836.0,99764.0,201041.0,375430.0,633938.0,1142753.0,1952246.0,3908786.0,7333723.0,10196003.0,12643700.0,16125074.0,25682800.0,30826435.0,37495379.0,36348241.0,23804698.0,7943454.0,1094002.0
4198,漢方製剤,大建中湯エキス,散剤・顆粒剤,1272008700.0,454027.0,1049144.0,1779903.0,2448247.0,2752379.0,3688610.0,4939027.0,6700381.0,9371907.0,14449463.0,21078622.0,25032038.0,33163021.0,46747899.0,82839457.0,99115026.0,100682957.0,72048773.0,30710936.0,6506326.0,559830.0,371730.0,823528.0,1686986.0,3728745.0,4156324.0,6488570.0,8366105.0,12723297.0,19618736.0,31037842.0,42791988.0,45386274.0,47804572.0,52609045.0,79212802.0,92620021.0,98605039.0,85586899.0,52568564.0,17261442.0,2440915.0
2533,利胆剤,ウルソデオキシコール酸,錠剤,1234523526.0,22269.0,104572.0,293271.0,857096.0,2092790.0,4110434.0,6513440.0,10466328.0,16689714.0,28671093.0,42247566.0,48008424.0,54957324.0,62235209.0,81652737.0,75370194.0,60508925.0,37971528.0,14367138.0,2791145.0,213453.0,24591.0,106566.0,279882.0,551280.0,1203513.0,2177414.0,3635794.0,6385812.0,11253553.0,21431966.0,38324399.0,50890729.0,60834854.0,75499074.0,107850987.0,105231062.0,92009240.0,64984910.0,31509336.0,9001673.0,1176523.0
2739,去たん剤,Ｌ－カルボシステイン,錠剤,1170976976.0,155750.0,34185187.0,58762826.0,23557680.0,12236276.0,13662773.0,17964034.0,21464317.0,21784923.0,22993291.0,24316651.0,24009453.0,26290983.0,31404570.0,47560695.0,54240081.0,51634860.0,34089567.0,14418526.0,3247468.0,291048.0,143695.0,27397873.0,43403094.0,18339558.0,16318225.0,20870162.0,29437210.0,36694322.0,36403763.0,35559472.0,35803567.0,35084617.0,37007230.0,39294250.0,51050363.0,52583348.0,50896643.0,38250052.0,20654815.0,6469166.0,993793.0
6129,血管拡張剤,ニフェジピン,錠剤,1160786991.0,0.0,0.0,3003.0,39308.0,187636.0,640262.0,2028936.0,5404225.0,11862347.0,26203588.0,44896258.0,55269246.0,67492493.0,82227644.0,114221046.0,108730691.0,82136934.0,48755490.0,17463564.0,3019342.0,187892.0,0.0,0.0,3893.0,23446.0,117739.0,519853.0,1509783.0,3422442.0,5538122.0,10184678.0,18314274.0,22529934.0,28358857.0,40154577.0,69060303.0,82925165.0,84704106.0,70427552.0,39156591.0,11323526.0,1439753.0
1110,その他の血液・体液用薬,リマプロスト　アルファデクス,錠剤,1139054907.0,1092.0,0.0,6379.0,57234.0,121295.0,253613.0,519499.0,1086519.0,2113800.0,5013138.0,10133265.0,16745206.0,28087528.0,43510186.0,74393703.0,86776765.0,90506149.0,61759067.0,24334129.0,4742950.0,392894.0,4362.0,3095.0,11194.0,81325.0,160943.0,293410.0,488908.0,979488.0,2169821.0,5069935.0,10735917.0,16761081.0,27265348.0,44758579.0,89907499.0,127824116.0,157448916.0,124935080.0,61680600.0,16056598.0,1819542.0
1536,不整脈用剤,ビソプロロールフマル酸塩,錠剤,1086310309.0,37774.0,75751.0,184733.0,382333.0,612210.0,1070101.0,2121847.0,4476675.0,9118996.0,20149198.0,35941935.0,46561961.0,58784424.0,72303854.0,102004668.0,98567121.0,78743680.0,47972892.0,17744428.0,3045893.0,186657.0,22927.0,62305.0,183478.0,345104.0,601079.0,906441.0,1313953.0,2441601.0,4879529.0,9950368.0,16194120.0,20203700.0,25833450.0,36666164.0,65715602.0,82180920.0,87508955.0,74936118.0,42699195.0,12024642.0,1300764.0
6361,軟膏基剤,白色ワセリン,坐剤,1080257891.0,117964419.0,41816342.0,18539985.0,13222359.0,12224578.0,11530528.0,11938554.0,13044125.0,13668667.0,14824743.0,15290794.0,13784432.0,14479011.0,18140855.0,29569637.0,34792969.0,39030739.0,36638862.0,23273570.0,7628211.0,946797.0,96344998.0,34415885.0,15017949.0,9750767.0,8461797.0,8926362.0,9574008.0,11277201.0,12987861.0,15559009.0,17729070.0,15497619.0,14565423.0,15675476.0,24731431.0,33572770.0,50093365.0,68890170.0,69222096.0,36590383.0,8930473.0
6892,高脂血症用剤,ロスバスタチンカルシウム,錠剤,1072512093.0,0.0,0.0,7056.0,56496.0,345365.0,1255187.0,3058248.0,6755913.0,13628925.0,29260611.0,47944320.0,56094619.0,62143392.0,68083806.0,86385658.0,75158930.0,51863426.0,25335797.0,7013469.0,911201.0,35227.0,0.0,1380.0,3065.0,62667.0,299987.0,592852.0,1076197.0,2287528.0,4796277.0,11626545.0,26988991.0,42759285.0,55859503.0,68381264.0,95397475.0,92095410.0,72519962.0,42194904.0,16297492.0,3213852.0,260983.0
4197,漢方製剤,大建中湯エキス,不明／その他,1041270922.0,359069.0,0.0,1490482.0,2008770.0,0.0,2816942.0,3819502.0,5239235.0,0.0,0.0,0.0,19187659.0,25576234.0,36722550.0,66661313.0,80989192.0,83030738.0,59972708.0,0.0,0.0,466535.0,289357.0,692288.0,0.0,3079304.0,3372848.0,5363243.0,6645042.0,10293842.0,15962227.0,25523793.0,34984356.0,37070692.0,39079924.0,43004098.0,64657260.0,76422419.0,82085048.0,71869909.0,0.0,15098712.0,2179338.0
4043,消化性潰瘍用剤,ランソプラゾール,錠剤,1040802783.0,12086.0,53988.0,143649.0,468543.0,835975.0,1274565.0,2067872.0,3593839.0,6558370.0,13369608.0,24139677.0,32387742.0,42846046.0,56696978.0,86039365.0,87704154.0,77417394.0,52011595.0,21974430.0,4792688.0,407367.0,6065.0,36964.0,157122.0,549837.0,1128866.0,1726716.0,2405707.0,3716695.0,5871109.0,10192239.0,15777763.0,19416704.0,25021235.0,35168661.0,61851887.0,77537199.0,92054274.0,87949290.0,60033920.0,21804142.0,3453320.0
3812,止血剤,トラネキサム酸,錠剤,1039103232.0,267330.0,8596226.0,28761719.0,28372434.0,20454768.0,22883018.0,26644699.0,28789847.0,26924202.0,25792309.0,23494334.0,19119008.0,16743236.0,14297048.0,14912844.0,12291741.0,8941323.0,5201986.0,1972040.0,430498.0,33810.0,233305.0,7995710.0,24780209.0,25694077.0,30747639.0,40650556.0,50308873.0,63657989.0,75628793.0,90518882.0,87895557.0,62880152.0,43834399.0,29254592.0,25515702.0,19482877.0,13249566.0,7479940.0,3286562.0,880676.0,124968.0
4033,消化性潰瘍用剤,ボノプラザンフマル酸塩,錠剤,996861593.0,3554.0,13736.0,64744.0,564738.0,1241773.0,2198257.0,3474846.0,5560010.0,9305743.0,16957150.0,26638295.0,32775873.0,40691534.0,51265399.0,75406201.0,76461497.0,65269172.0,39579955.0,15158201.0,2809073.0,200766.0,1582.0,10130.0,73816.0,714252.0,1834322.0,3215944.0,4222341.0,6279586.0,9606728.0,15236792.0,21911426.0,26018910.0,31328681.0,40800756.0,69452685.0,85385674.0,91706025.0,71935344.0,38866436.0,11170569.0,1431847.0
6735,鎮痛，鎮痒，収斂，消炎剤,ロキソプロフェンナトリウム水和物,軟膏・クリーム・外用液,987235882.0,118237.0,1898746.0,7070669.0,4187197.0,1499046.0,1986226.0,2848404.0,4352439.0,6637291.0,10739941.0,15623696.0,18951243.0,24369186.0,30598873.0,49094315.0,56479310.0,51638325.0,29434559.0,10535029.0,1798535.0,125277.0,81210.0,1505796.0,4778407.0,3306461.0,1937446.0,2900981.0,4265676.0,6664625.0,10582754.0,17589297.0,26797493.0,30960850.0,37770458.0,49447944.0,89584583.0,117035338.0,119979110.0,83360814.0,38418008.0,8957245.0,966881.0
1489,下剤，浣腸剤,センノシド,錠剤,965465323.0,0.0,3578.0,55145.0,164349.0,341020.0,633459.0,1173709.0,2166129.0,4018931.0,7689907.0,12607573.0,15335073.0,18895557.0,25961528.0,47143443.0,60494437.0,70651334.0,58614062.0,28631242.0,6904307.0,677146.0,0.0,2676.0,87764.0,458897.0,909164.0,1529178.0,2717298.0,4964068.0,8567079.0,15297527.0,22614965.0,24764170.0,27862919.0,34345076.0,59396946.0,80472258.0,105950076.0,107817540.0,74130379.0,26865711.0,4449944.0
1289,ビタミンＡ及びＤ剤,エルデカルシトール,カプセル剤,920835524.0,0.0,0.0,4275.0,41666.0,96813.0,149302.0,176753.0,298495.0,484466.0,840356.0,1474613.0,2068913.0,3125044.0,4853265.0,9164820.0,11790107.0,14190362.0,11605392.0,5408009.0,1122734.0,70279.0,0.0,0.0,4215.0,103008.0,318235.0,512682.0,682319.0,1155490.0,2271079.0,4811572.0,11454997.0,24207084.0,44756431.0,76017970.0,142573592.0,170113161.0,175660363.0,125146419.0,58759069.0,13937314.0,1317009.0
4008,消化性潰瘍用剤,エソメプラゾールマグネシウム水和物,カプセル剤,919015828.0,1875.0,45695.0,244581.0,594683.0,968671.0,1662625.0,2570122.0,4337826.0,7368955.0,14248147.0,23316637.0,29641382.0,38039339.0,48676855.0,71070533.0,72004798.0,61900604.0,37192825.0,13973621.0,2579999.0,193404.0,1333.0,32644.0,267843.0,787475.0,1474058.0,2500573.0,3343823.0,5082252.0,7797610.0,12719573.0,18934877.0,22977895.0,28950595.0,38872951.0,66137570.0,80068664.0,86204289.0,66005518.0,34976748.0,9894041.0,1203027.0
1087,その他の血液・体液用薬,アスピリン,錠剤,918902650.0,27414.0,104411.0,295845.0,394553.0,381303.0,424521.0,629284.0,1333964.0,3224836.0,8686681.0,19021437.0,29216035.0,42458459.0,60714193.0,100989408.0,108490604.0,94512227.0,59750553.0,23625064.0,4599332.0,369281.0,22144.0,71266.0,228484.0,312967.0,346524.0,563473.0,909044.0,1344012.0,1827479.0,3236053.0,5874725.0,8289698.0,12263469.0,20513170.0,43186897.0,61188947.0,73672052.0,67446492.0,42223050.0,14011724.0,2086550.0
4030,消化性潰瘍用剤,ファモチジン,錠剤,915623944.0,16477.0,342045.0,1265422.0,2163327.0,2513851.0,3425286.0,4450158.0,6295870.0,9264119.0,15090635.0,22082051.0,27002216.0,34089574.0,42990902.0,62578771.0,62131954.0,51679533.0,32859920.0,13162724.0,2761170.0,209413.0,14937.0,295303.0,1651974.0,3320644.0,4651130.0,6792040.0,8269077.0,11002004.0,14682296.0,21057829.0,27140951.0,29486834.0,33855892.0,41350200.0,64553004.0,72617043.0,72193414.0,58238147.0,34030492.0,11590179.0,1934810.0
222,その他のアレルギー用薬,フェキソフェナジン塩酸塩,錠剤,912795748.0,33894.0,10857680.0,23976550.0,18465214.0,11482330.0,11858990.0,13504315.0,16234412.0,19099822.0,24634634.0,28782387.0,29216618.0,29869576.0,28611660.0,32696324.0,29658573.0,23829922.0,14773854.0,6059268.0,1332963.0,117089.0,17206.0,8902070.0,20203564.0,17212853.0,14324698.0,17478572.0,21615712.0,27228924.0,32734219.0,42067307.0,48441103.0,46171661.0,43779677.0,39554992.0,44074056.0,40086648.0,33717867.0,23245930.0,12078830.0,3876575.0,571274.0
872,その他の消化器官用薬,モサプリドクエン酸塩水和物,錠剤,901712386.0,17617.0,438007.0,1527817.0,2148766.0,2797527.0,4019242.0,5286002.0,6664653.0,8795679.0,12889795.0,17593230.0,19746886.0,23814312.0,30285656.0,47550240.0,53109392.0,51284738.0,35357025.0,15072997.0,3225092.0,252129.0,16389.0,176420.0,1297579.0,3552104.0,5577569.0,7595387.0,8573393.0,11194569.0,14886325.0,20737434.0,26867007.0,29121908.0,32912763.0,39551473.0,63542265.0,77562470.0,85818191.0,72129571.0,42688964.0,13804252.0,2026039.0
5006,精神神経用剤,エチゾラム,錠剤,888995902.0,0.0,2941.0,66473.0,449818.0,1566356.0,3636333.0,6738237.0,11938062.0,18368761.0,26988927.0,34028622.0,32941237.0,30146810.0,26974060.0,32754316.0,31720709.0,27319886.0,18085638.0,7326605.0,1434916.0,95322.0,0.0,0.0,122208.0,987522.0,3513556.0,6698335.0,10375822.0,16933061.0,24400286.0,35588262.0,43411106.0,42070697.0,41368058.0,43366755.0,64736691.0,73831875.0,72947023.0,56582970.0,30033801.0,8271096.0,1025984.0
4294,漢方製剤,芍薬甘草湯エキス,散剤・顆粒剤,882446484.0,7555.0,46003.0,283288.0,555328.0,456937.0,736274.0,1120569.0,1925603.0,3505206.0,7473347.0,14496795.0,22711644.0,32113113.0,41010362.0,61891746.0,65472674.0,61040358.0,32622631.0,9915437.0,1424963.0,91362.0,5746.0,37976.0,443298.0,968924.0,1176984.0,1929277.0,2588124.0,3505773.0,5416338.0,9540244.0,16146802.0,23554749.0,31675728.0,40435196.0,70441947.0,94857077.0,109887815.0,75391565.0,29642033.0,5457180.0,399148.0
203,その他のアレルギー用薬,オロパタジン塩酸塩,錠剤,871585472.0,703162.0,55881364.0,78576749.0,29905489.0,12822229.0,11226078.0,12397935.0,14487231.0,16765927.0,20515671.0,22771291.0,21181108.0,20924157.0,20753268.0,25056580.0,23756778.0,19154571.0,11211600.0,4258052.0,804973.0,62527.0,565682.0,39218379.0,51458057.0,21545049.0,12698661.0,13767057.0,15858319.0,20713738.0,26814399.0,34376226.0,36751914.0,30669937.0,26519401.0,23365789.0,26313220.0,23976784.0,20205833.0,13496312.0,6886283.0,2230540.0,347705.0
3755,止しゃ剤，整腸剤,ビフィズス菌,不明／その他,842125296.0,37623.0,164481.0,0.0,0.0,0.0,5237136.0,1002474.0,0.0,8321421.0,0.0,15221454.0,20867168.0,22662497.0,22713934.0,35557649.0,38582415.0,33052601.0,20310056.0,0.0,400846.0,340765.0,33125.0,1613612.0,3931127.0,0.0,0.0,0.0,0.0,10871002.0,13420569.0,20794456.0,22541967.0,23522827.0,28221237.0,29252824.0,43705855.0,52471434.0,51834004.0,49828654.0,24449696.0,0.0,2105958.0
4002,消化性潰瘍用剤,アルギン酸ナトリウム,液剤・シロップ剤,824851288.0,117742.0,159483.0,244727.0,993529.0,1751340.0,2652317.0,3761345.0,5269076.0,7551673.0,12204977.0,17942316.0,22046805.0,27805245.0,39878820.0,64845482.0,70099043.0,65432728.0,38717884.0,13841857.0,2451081.0,202665.0,61885.0,55963.0,261662.0,950301.0,1768305.0,3086854.0,4287208.0,6177444.0,8505724.0,13121403.0,17976088.0,19451470.0,24464179.0,30708307.0,52327102.0,63840078.0,72356499.0,61717469.0,33653948.0,10618061.0,1476286.0
4229,漢方製剤,抑肝散エキス,散剤・顆粒剤,822497222.0,1160652.0,4889872.0,5688659.0,4232867.0,4373733.0,5748535.0,7015667.0,8004243.0,9528993.0,12196472.0,13939705.0,12665357.0,11940282.0,13397640.0,25019700.0,37057876.0,51126773.0,48595166.0,25730742.0,6494532.0,549553.0,722627.0,1976497.0,3123570.0,4202269.0,5550409.0,8475286.0,12188240.0,16408006.0,19142585.0,22070617.0,21412995.0,15750957.0,12760114.0,13186211.0,24366361.0,43722651.0,76607455.0,100359409.0,78585867.0,28652501.0,3872420.0
230,その他のアレルギー用薬,モンテルカストナトリウム,錠剤,814190813.0,28679.0,47142777.0,44992662.0,21395622.0,9941373.0,10775353.0,13448381.0,15778492.0,17124186.0,19706209.0,21052384.0,19859296.0,19231265.0,18839542.0,21335823.0,19467854.0,16010735.0,9669997.0,3778117.0,742277.0,49001.0,19693.0,31417517.0,26533339.0,15833384.0,12563859.0,16829016.0,21272620.0,27531990.0,32114589.0,36390360.0,37090996.0,32288571.0,29697045.0,27633936.0,30908434.0,28165284.0,25298693.0,18293150.0,9732692.0,2988883.0,420652.0
4032,消化性潰瘍用剤,ボノプラザンフマル酸塩,不明／その他,813037029.0,3554.0,11532.0,15951.0,0.0,0.0,0.0,0.0,0.0,5218086.0,9947900.0,16137831.0,26760369.0,32936551.0,41317084.0,60695780.0,61673440.0,52809855.0,25093979.0,0.0,458733.0,169761.0,1582.0,0.0,59907.0,0.0,0.0,0.0,2095069.0,3225809.0,5134404.0,8484071.0,18099572.0,21430226.0,25607808.0,33367447.0,56572704.0,69615173.0,75063624.0,46236205.0,0.0,1886443.0,1220414.0
3757,止しゃ剤，整腸剤,ビフィズス菌,錠剤,809875808.0,45371.0,2135898.0,5618570.0,5917777.0,4746061.0,6117316.0,7692697.0,9115242.0,11145164.0,15804267.0,20415960.0,22953039.0,24920286.0,26939330.0,38559105.0,41499999.0,39223984.0,27988437.0,12945220.0,3053086.0,310183.0,41794.0,1693052.0,4495555.0,5909095.0,6236193.0,9121336.0,11639857.0,14491863.0,17775220.0,23889262.0,29812657.0,31432207.0,31675037.0,32234877.0,47776638.0,57145737.0,60875272.0,51632819.0,32203582.0,10885033.0,1746196.0
5612,血圧降下剤,カルベジロール,錠剤,717379514.0,114315.0,252178.0,416075.0,677329.0,842183.0,1037410.0,1705676.0,3467783.0,6679861.0,15097604.0,27134716.0,35321934.0,44136310.0,54002890.0,78200989.0,76543809.0,60453810.0,37338452.0,13696083.0,2337962.0,132917.0,131494.0,236882.0,319149.0,316526.0,307862.0,355623.0,541415.0,1027972.0,1920414.0,4072815.0,7519355.0,9880416.0,13198089.0,18750707.0,34076496.0,43083894.0,47114170.0,41564686.0,24918651.0,7324840.0,890295.0
