医薬品名,薬価基準収載医薬品コード,一般名,薬剤区分
ベージニオ錠１５０ｍｇ,4291054F3029,アベマシクリブ,内服
ローブレナ錠２５ｍｇ,4291055F1020,ロルラチニブ,内服
ローブレナ錠１００ｍｇ,4291055F2027,ロルラチニブ,内服
ビラフトビカプセル５０ｍｇ,4291057M1029,エンコラフェニブ,内服
ビラフトビカプセル７５ｍｇ,4291057M2025,エンコラフェニブ,内服
メクトビ錠１５ｍｇ,4291058F1024,ビニメチニブ,内服
アーリーダ錠６０ｍｇ,4291059F1029,アパルタミド,内服
ヴァンフリタ錠１７．７ｍｇ,4291060F1021,キザルチニブ塩酸塩,内服
ヴァンフリタ錠２６．５ｍｇ,4291060F2028,キザルチニブ塩酸塩,内服
ロズリートレクカプセル１００ｍｇ,4291061M1025,エヌトレクチニブ,内服
ロズリートレクカプセル２００ｍｇ,4291061M2021,エヌトレクチニブ,内服
ベネクレクスタ錠１０ｍｇ,4291062F1020,ベネトクラクス,内服
ベネクレクスタ錠５０ｍｇ,4291062F2027,ベネトクラクス,内服
ベネクレクスタ錠１００ｍｇ,4291062F3023,ベネトクラクス,内服
ニュベクオ錠３００ｍｇ,4291063F1025,ダロルタミド,内服
カボメティクス錠２０ｍｇ,4291064F1020,カボザンチニブリンゴ酸塩,内服
カボメティクス錠６０ｍｇ,4291064F2026,カボザンチニブリンゴ酸塩,内服
テプミトコ錠２５０ｍｇ,4291065F1024,テポチニブ塩酸塩水和物,内服
ベレキシブル錠８０ｍｇ,4291066F1029,チラブルチニブ塩酸塩,内服
タブレクタ錠１５０ｍｇ,4291067F1023,カプマチニブ塩酸塩水和物,内服
タブレクタ錠２００ｍｇ,4291067F2020,カプマチニブ塩酸塩水和物,内服
ゼジューラ錠１００ｍｇ,4291068F1028,ニラパリブトシル酸塩水和物,内服
アルンブリグ錠３０ｍｇ,4291069F1022,ブリグチニブ,内服
アルンブリグ錠９０ｍｇ,4291069F2029,ブリグチニブ,内服
カルケンスカプセル１００ｍｇ,4291070M1024,アカラブルチニブ,内服
ヴァイトラックビカプセル２５ｍｇ,4291071M1029,ラロトレクチニブ硫酸塩,内服
ヴァイトラックビカプセル１００ｍｇ,4291071M2025,ラロトレクチニブ硫酸塩,内服
ヴァイトラックビ内用液２０ｍｇ／ｍＬ,4291071S1028,ラロトレクチニブ硫酸塩,内服
ペマジール錠４．５ｍｇ,4291072F1024,ペミガチニブ,内服
タズベリク錠２００ｍｇ,4291073F1029,タゼメトスタット臭化水素酸塩,内服
ハイヤスタ錠１０ｍｇ,4291074F1023,ツシジノスタット,内服
レットヴィモ錠４０ｍｇ,4291075F1028,セルペルカチニブ,内服
レットヴィモ錠８０ｍｇ,4291075F2024,セルペルカチニブ,内服
レットヴィモカプセル４０ｍｇ,4291075M1027,セルペルカチニブ,内服
レットヴィモカプセル８０ｍｇ,4291075M2023,セルペルカチニブ,内服
ルマケラス錠１２０ｍｇ,4291076F1022,ソトラシブ,内服
セムブリックス錠２０ｍｇ,4291077F1027,アシミニブ塩酸塩,内服
セムブリックス錠４０ｍｇ,4291077F2023,アシミニブ塩酸塩,内服
ジェセリ錠４０ｍｇ,4291078F1021,ピミテスピブ,内服
エザルミア錠５０ｍｇ,4291079F1026,バレメトスタットトシル酸塩,内服
エザルミア錠１００ｍｇ,4291079F2022,バレメトスタットトシル酸塩,内服
リトゴビ錠４ｍｇ,4291080F1029,フチバチニブ,内服
ターゼナカプセル０．１ｍｇ,4291081M1022,タラゾパリブトシル酸塩,内服
ターゼナカプセル０．２５ｍｇ,4291081M2029,タラゾパリブトシル酸塩,内服
ターゼナカプセル１ｍｇ,4291081M3025,タラゾパリブトシル酸塩,内服
トルカプ錠１６０ｍｇ,4291082F1028,カピバセルチブ,内服
トルカプ錠２００ｍｇ,4291082F2024,カピバセルチブ,内服
オムジャラ錠１００ｍｇ,4291083F1022,モメロチニブ塩酸塩水和物,内服
オムジャラ錠１５０ｍｇ,4291083F2029,モメロチニブ塩酸塩水和物,内服
オムジャラ錠２００ｍｇ,4291083F3025,モメロチニブ塩酸塩水和物,内服
ジャイパーカ錠５０ｍｇ,4291084F1027,ピルトブルチニブ,内服
ジャイパーカ錠１００ｍｇ,4291084F2023,ピルトブルチニブ,内服
ハイイータン錠５０ｍｇ,4291085F1021,グマロンチニブ水和物,内服
オータイロカプセル４０ｍｇ,4291086M1025,レポトレクチニブ,内服
オータイロカプセル１６０ｍｇ,4291086M2021,レポトレクチニブ,内服
タスフィゴ錠３５ｍｇ,4291087F1020,タスルグラチニブコハク酸塩,内服
フリュザクラカプセル１ｍｇ,4291088M1024,フルキンチニブ,内服
フリュザクラカプセル５ｍｇ,4291088M2020,フルキンチニブ,内服
ブルキンザカプセル８０ｍｇ,4291089M1029,ザヌブルチニブ,内服
ティブソボ錠２５０ｍｇ,4291090F1022,イボシデニブ,内服
ラズクルーズ錠８０ｍｇ,4291091F1027,ラゼルチニブメシル酸塩水和物,内服
ラズクルーズ錠２４０ｍｇ,4291091F2023,ラゼルチニブメシル酸塩水和物,内服
カルケンス錠１００ｍｇ,4291092F1021,アカラブルチニブマレイン酸塩水和物,内服
バルバーサ錠３ｍｇ,4291093F1026,エルダフィチニブ,内服
バルバーサ錠４ｍｇ,4291093F2022,エルダフィチニブ,内服
バルバーサ錠５ｍｇ,4291093F3029,エルダフィチニブ,内服
ウェリレグ錠４０ｍｇ,4291094F1020,ベルズチファン,内服
イブトロジーカプセル２００ｍｇ,4291095M1024,タレトレクチニブアジピン酸塩,内服
ヘルネクシオス錠６０ｍｇ,4291096F1020,ゾンゲルチニブ,内服
ベスタチンカプセル１０ｍｇ,4299002M1034,ウベニメクス,内服
ベスタチンカプセル３０ｍｇ,4299002M2030,ウベニメクス,内服
アグリリンカプセル０．５ｍｇ,4299003M1020,アナグレリド塩酸塩水和物,内服
コセルゴ顆粒５ｍｇ,4299004D1025,セルメチニブ硫酸塩,内服
コセルゴ顆粒７．５ｍｇ,4299004D2021,セルメチニブ硫酸塩,内服
コセルゴカプセル１０ｍｇ,4299004M1025,セルメチニブ硫酸塩,内服
コセルゴカプセル２５ｍｇ,4299004M2021,セルメチニブ硫酸塩,内服
ロンサーフ配合錠Ｔ１５,4299100F1026,トリフルリジン・チピラシル塩酸塩,内服
ロンサーフ配合錠Ｔ２０,4299100F2022,トリフルリジン・チピラシル塩酸塩,内服
ヨードカプセル－１２３,4300002M1029,ヨウ化ナトリウム（１２３Ｉ）,内服
ヨウ化ナトリウム（１３１Ｉ）カプセル,4300003M3018,ヨウ化ナトリウム（１３１Ｉ）,内服
レスタミンコーワ錠１０ｍｇ,4411001F1040,ジフェンヒドラミン塩酸塩,内服
ヒベルナ散１０％,4413002B1030,ヒベンズ酸プロメタジン,内服
ピレチア細粒１０％,4413002C1035,プロメタジンメチレンジサリチル酸塩,内服
ピレチア錠（５ｍｇ）,4413002F1031,プロメタジン塩酸塩,内服
ヒベルナ糖衣錠５ｍｇ,4413002F1040,プロメタジン塩酸塩,内服
ピレチア錠（２５ｍｇ）,4413002F2054,プロメタジン塩酸塩,内服
ヒベルナ糖衣錠２５ｍｇ,4413002F2062,プロメタジン塩酸塩,内服
アリメジンシロップ０．０５％,4413003Q1037,アリメマジン酒石酸塩,内服
ゼスラン小児用細粒０．６％,4413004C2022,メキタジン,内服
ニポラジン小児用細粒０．６％,4413004C2030,メキタジン,内服
メキタジン３ｍｇ錠,4413004F1014,メキタジン,内服
ニポラジン錠３ｍｇ,4413004F1200,メキタジン,内服
ゼスラン錠３ｍｇ,4413004F1251,メキタジン,内服
ゼスラン小児用シロップ０．０３％,4413004Q1058,メキタジン,内服
ニポラジン小児用シロップ０．０３％,4413004Q1066,メキタジン,内服
ポララミン散１％,4419002B1033,ｄ－クロルフェニラミンマレイン酸塩,内服
ポララミン錠２ｍｇ,4419002F1027,ｄ－クロルフェニラミンマレイン酸塩,内服
ｄ－クロルフェニラミンマレイン酸塩錠２ｍｇ「ＮＩＧ」,4419002F1051,ｄ－クロルフェニラミンマレイン酸塩,内服
ポララミンシロップ０．０４％,4419002Q1095,ｄ－クロルフェニラミンマレイン酸塩,内服
ｄ－クロルフェニラミンマレイン酸塩シロップ０．０４％「トーワ」,4419002Q1125,ｄ－クロルフェニラミンマレイン酸塩,内服
ｄ－クロルフェニラミンマレイン酸塩シロップ０．０４％「ツルハラ」,4419002Q1133,ｄ－クロルフェニラミンマレイン酸塩,内服
ｄ－クロルフェニラミンマレイン酸塩シロップ０．０４％「日新」,4419002Q1141,ｄ－クロルフェニラミンマレイン酸塩,内服
ポララミンドライシロップ０．２％,4419002R1031,ｄ－クロルフェニラミンマレイン酸塩,内服
クロルフェニラミンマレイン酸塩散,4419003B1011,クロルフェニラミンマレイン酸塩,内服
クロルフェニラミンマレイン酸塩錠,4419003F1013,クロルフェニラミンマレイン酸塩,内服
クロルフェニラミンマレイン酸塩,4419003X1019,クロルフェニラミンマレイン酸塩,内服
ペリアクチン散１％,4419005B1045,シプロヘプタジン塩酸塩水和物,内服
ペリアクチン錠４ｍｇ,4419005F1047,シプロヘプタジン塩酸塩水和物,内服
ペリアクチンシロップ０．０４％,4419005Q1072,シプロヘプタジン塩酸塩水和物,内服
タベジール散０．１％,4419008B1073,クレマスチンフマル酸塩,内服
タベジール散１％,4419008B2070,クレマスチンフマル酸塩,内服
タベジール錠１ｍｇ,4419008F1431,クレマスチンフマル酸塩,内服
クレマスチン錠１ｍｇ「タカタ」,4419008F1504,クレマスチンフマル酸塩,内服
タベジールシロップ０．０１％,4419008Q1157,クレマスチンフマル酸塩,内服
クレマスチンシロップ０．０１％「日医工」,4419008Q1190,クレマスチンフマル酸塩,内服
クレマスチンドライシロップ０．１％「あゆみ」,4419008R1128,クレマスチンフマル酸塩,内服
クレマスチンＤＳ０．１％「タカタ」,4419008R1136,クレマスチンフマル酸塩,内服
リマチル錠１００ｍｇ,4420002F1117,ブシラミン,内服
リマチル錠５０ｍｇ,4420002F2059,ブシラミン,内服
リザベン細粒１０％,4490002C1123,トラニラスト,内服
トラニラスト１００ｍｇカプセル,4490002M1013,トラニラスト,内服
リザベンカプセル１００ｍｇ,4490002M1315,トラニラスト,内服
リザベンドライシロップ５％,4490002R1142,トラニラスト,内服
トラニラストＤＳ５％「ＣＨ」,4490002R1193,トラニラスト,内服
ケトチフェンフマル酸塩１ｍｇカプセル,4490003M1018,ケトチフェンフマル酸塩,内服
ザジテンシロップ０．０２％,4490003Q1125,ケトチフェンフマル酸塩,内服
ケトチフェンシロップ０．０２％「日医工」,4490003Q1176,ケトチフェンフマル酸塩,内服
ケトチフェンシロップ０．０２％「ＮＩＧ」,4490003Q1206,ケトチフェンフマル酸塩,内服
ケトチフェンフマル酸塩０．１％シロップ用,4490003R1015,ケトチフェンフマル酸塩,内服
ザジテンドライシロップ０．１％,4490003R1228,ケトチフェンフマル酸塩,内服
アゼラスチン塩酸塩０．５ｍｇ錠,4490004F1013,アゼラスチン塩酸塩,内服
アゼプチン錠０．５ｍｇ,4490004F1021,アゼラスチン塩酸塩,内服
アゼラスチン塩酸塩１ｍｇ錠,4490004F2010,アゼラスチン塩酸塩,内服
アゼプチン錠１ｍｇ,4490004F2028,アゼラスチン塩酸塩,内服
オキサトミド３０ｍｇ錠,4490005F1018,オキサトミド,内服
オキサトミド錠３０ｍｇ「ケミファ」,4490005F1573,オキサトミド,内服
オキサトミドシロップ小児用０．２％「ＶＴＲＳ」,4490005Q1051,オキサトミド,内服
オキサトミド２％シロップ用,4490005R1014,オキサトミド,内服
ケタスカプセル１０ｍｇ,4490010N1021,イブジラスト,内服
ペミラストン錠１０ｍｇ,4490011F1030,ペミロラストカリウム,内服
ペミロラストＫ錠１０ｍｇ「ＮＩＧ」,4490011F1129,ペミロラストカリウム,内服
ペミラストン錠５ｍｇ,4490011F2036,ペミロラストカリウム,内服
ペミロラストＫ錠５ｍｇ「ＮＩＧ」,4490011F2125,ペミロラストカリウム,内服
ペミラストンドライシロップ０．５％,4490011R1060,ペミロラストカリウム,内服
ドメナン錠１００ｍｇ,4490012F1026,オザグレル塩酸塩水和物,内服
ドメナン錠２００ｍｇ,4490012F2022,オザグレル塩酸塩水和物,内服
レミカットカプセル１ｍｇ,4490013M1038,エメダスチンフマル酸塩,内服
エメダスチンフマル酸塩徐放カプセル１ｍｇ「トーワ」,4490013M1054,エメダスチンフマル酸塩,内服
レミカットカプセル２ｍｇ,4490013M2034,エメダスチンフマル酸塩,内服
エメダスチンフマル酸塩徐放カプセル２ｍｇ「トーワ」,4490013M2050,エメダスチンフマル酸塩,内服
エピナスチン塩酸塩１０ｍｇ錠,4490014F1017,エピナスチン塩酸塩,内服
アレジオン錠１０,4490014F1025,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠１０ｍｇ「ケミファ」,4490014F1211,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠１０ｍｇ「サワイ」,4490014F1246,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠１０ｍｇ「トーワ」,4490014F1254,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠１０ｍｇ「イワキ」,4490014F1327,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠１０ｍｇ「ダイト」,4490014F1360,エピナスチン塩酸塩,内服
エピナスチン塩酸塩２０ｍｇ錠,4490014F2013,エピナスチン塩酸塩,内服
アレジオン錠２０,4490014F2021,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠２０ｍｇ「ケミファ」,4490014F2250,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠２０ｍｇ「サワイ」,4490014F2285,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠２０ｍｇ「トーワ」,4490014F2293,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠２０ｍｇ「杏林」,4490014F2307,エピナスチン塩酸塩,内服
エピナスチン塩酸塩錠２０ｍｇ「日新」,4490014F2331,エピナスチン塩酸塩,内服
